cccd,election_id,is_valid
760153038253,ELC2025
358970090621,ELC2025
195790901335,ELC2025
685497090944,ELC2025
318068489042,ELC2025
420142460306,ELC2025
647522813493,ELC2025
779743669259,ELC2025
129165659477,ELC2025
302167523426,ELC2025
406661618850,ELC2025
969420133655,ELC2025
871871246894,ELC2025
437184184055,ELC2025
379455787859,ELC2025
480002778953,ELC2025
988400927893,ELC2025
498595055632,ELC2025
507181255648,ELC2025
247453113173,ELC2025
848092157114,ELC2025
222533618870,ELC2025
925018909937,ELC2025
169665703577,ELC2025
434007701569,ELC2025
430011229438,ELC2025
833101576492,ELC2025
424974072790,ELC2025
763187460656,ELC2025
576345185794,ELC2025
580163914414,ELC2025
485368881756,ELC2025
244428147363,ELC2025
684142395012,ELC2025
460800983362,ELC2025
126964539035,ELC2025
844769871966,ELC2025
570377802303,ELC2025
455582494916,ELC2025
593271614207,ELC2025
482432423549,ELC2025
280890765784,ELC2025
903078879676,ELC2025
116918619891,ELC2025
946080865638,ELC2025
976179290848,ELC2025
458273984761,ELC2025
354084622302,ELC2025
327474226052,ELC2025
217776516442,ELC2025
153888267231,ELC2025
956885852661,ELC2025
889261120690,ELC2025
670375756789,ELC2025
839923257994,ELC2025
324424026401,ELC2025
715866677964,ELC2025
147986783725,ELC2025
926947686860,ELC2025
473522404010,ELC2025
794605609325,ELC2025
898845996847,ELC2025
772287860305,ELC2025
181928088580,ELC2025
434382313319,ELC2025
788885101877,ELC2025
835189533433,ELC2025
410715357169,ELC2025
629365955411,ELC2025
134123849314,ELC2025
502393411511,ELC2025
558715015097,ELC2025
635092435922,ELC2025
111970078529,ELC2025
416423536201,ELC2025
592802877557,ELC2025
379175800357,ELC2025
351478932577,ELC2025
400328997867,ELC2025
326675681555,ELC2025
147097055338,ELC2025
776210575004,ELC2025
215397262689,ELC2025
954581493059,ELC2025
339567431328,ELC2025
414141519355,ELC2025
656885487511,ELC2025
652692492415,ELC2025
797209852853,ELC2025
562810773289,ELC2025
529382880002,ELC2025
649928822039,ELC2025
833434000934,ELC2025
865532676659,ELC2025
639201222709,ELC2025
236500664953,ELC2025
194100992572,ELC2025
743366395847,ELC2025
665718110644,ELC2025
807960978287,ELC2025
835514585303,ELC2025
385277483194,ELC2025
565814639540,ELC2025
276496656298,ELC2025
376733723104,ELC2025
339016152733,ELC2025
816405482565,ELC2025
925593150267,ELC2025
854415278448,ELC2025
236041915918,ELC2025
807998440041,ELC2025
480140178427,ELC2025
815658952303,ELC2025
439897299922,ELC2025
254738411394,ELC2025
370089875122,ELC2025
248421627168,ELC2025
774856311035,ELC2025
958194962307,ELC2025
758138273454,ELC2025
657853222105,ELC2025
138203992664,ELC2025
861227092068,ELC2025
349590616015,ELC2025
133282027609,ELC2025
637658323648,ELC2025
352516169679,ELC2025
887035109919,ELC2025
366328050120,ELC2025
353449600772,ELC2025
845175049382,ELC2025
407715886886,ELC2025
913157574519,ELC2025
673874845780,ELC2025
175689151843,ELC2025
638907147547,ELC2025
942327277607,ELC2025
385393843709,ELC2025
601297950820,ELC2025
509641984991,ELC2025
547627795489,ELC2025
332117078696,ELC2025
721016944137,ELC2025
296423088459,ELC2025
799183128943,ELC2025
956286971891,ELC2025
597194780702,ELC2025
128430578180,ELC2025
842061077692,ELC2025
131755138815,ELC2025
980271956212,ELC2025
136053724820,ELC2025
575899772119,ELC2025
901477529797,ELC2025
310551796125,ELC2025
289365339731,ELC2025
597510227041,ELC2025
461566080820,ELC2025
854902587534,ELC2025
719057079442,ELC2025
112986051340,ELC2025
557288981098,ELC2025
343929982356,ELC2025
351195184906,ELC2025
533889103957,ELC2025
740811732443,ELC2025
554710682318,ELC2025
787000826942,ELC2025
783652011161,ELC2025
699121013069,ELC2025
844154757137,ELC2025
291816766413,ELC2025
244118039332,ELC2025
